simulation_id,seed,cdf,wdf,temporal_lag_original_value,temporal_lag_input_unit,temporal_lag_rounding_granularity,temporal_lag_seconds,status,error_message,output_path
0,70,0.991674366539524,0.03398822933895503,27.19037244336098,minutes,minutes,1620.0,success,,/home/btardinfernandes/Imagens/simulador_dia_4_maio/oil-drift-simulations/data/2-simulated/stochastic/testeruim/individual_runs/run_0000/simulation.nc
