simulation_id,seed,cdf,wdf,temporal_lag_original_value,temporal_lag_input_unit,temporal_lag_rounding_granularity,temporal_lag_seconds,status,error_message,output_path
0,50,1.0486381404032221,0.03452260802144988,20.080188589625678,hours,seconds,72289.0,success,,/home/btardinfernandes/Imagens/simulador_dia_4_maio/oil-drift-simulations/data/2-simulated/stochastic/sei la/individual_runs/run_0000/simulation.nc
1,51,0.9424889169689417,0.03437790068338053,2.4076438579060637,hours,seconds,8668.0,pending,,
2,52,0.9174049774051376,0.03524250570111961,-1.9155324942230032,hours,seconds,-6896.0,pending,,
